valid, real, imag
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      0,      0
1,      9,      0
1,      7,      0
1,    -23,      0
1,     33,      0
1,    -22,      0
1,    -39,      0
1,    340,      0
1,    278,      0
1,    -73,      0
1,     -3,      0
1,     16,      0
1,    -23,      0
1,     12,      0
1,      6,      0
1,     -7,      0
1,     -6,      0
1,      5,      0
1,      2,      0
1,     -5,      0
1,      1,      0
1,      2,      0
1,      0,      0
1,      5,      0
1,      0,      0
1,     -3,      0
1,      2,      0
1,     -2,      0
1,     -1,      0
1,      4,      0
1,     -3,      0
1,     -6,      0
1,      4,      0
1,      5,      0
1,     -2,      0
1,     -4,      0
1,     -2,      0
1,      1,      0
1,     -2,      0
1,     -7,      0
1,     -3,      0
1,      3,      0
1,      0,      0
1,     -1,      0
1,      4,      0
1,      2,      0
1,     -3,      0
1,      1,      0
1,      3,      0
1,      7,      0
1,      6,      0
1,     -2,      0
1,      1,      0
1,      5,      0
1,     -2,      0
1,     -5,      0
1,      2,      0
1,      7,      0
1,      3,      0
1,      2,      0
1,      3,      0
1,      1,      0
1,      1,      0
1,     -1,      0
1,     -2,      0
1,      3,      0
1,      2,      0
1,     -3,      0
1,      4,      0
1,      7,      0
1,     -1,      0
1,     -5,      0
1,      0,      0
1,      5,      0
1,      4,      0
1,     -4,      0
1,     -3,      0
1,      5,      0
1,      3,      0
1,     -1,      0
1,      0,      0
1,      1,      0
1,     -3,      0
1,     -5,      0
1,      0,      0
1,      4,      0
1,      2,      0
1,     -3,      0
1,     -2,      0
1,      2,      0
1,      0,      0
1,     -2,      0
1,     -3,      0
1,     -1,      0
1,      0,      0
1,     -4,      0
1,     -1,      0
1,      2,      0
1,     -1,      0
1,      1,      0
1,      1,      0
1,      0,      0
1,      2,      0
1,     -5,      0
1,     -5,      0
1,      5,      0
1,      2,      0
1,     -4,      0
1,     -2,      0
1,      2,      0
1,      3,      0
1,      1,      0
1,     -1,      0
1,      1,      0
1,      1,      0
1,     -3,      0
1,     -1,      0
1,      5,      0
1,     -1,      0
1,     -4,      0
1,      2,      0
1,      3,      0
1,     -2,      0
1,     -8,      0
1,     -4,      0
1,      1,      0
1,     -5,      0
1,     -5,      0
1,      2,      0
1,     -1,      0
1,     -4,      0
1,     -1,      0
1,      0,      0
1,      3,      0
1,      1,      0
1,     -4,      0
1,      1,      0
1,      3,      0
1,     -5,      0
1,     -4,      0
1,      2,      0
1,      1,      0
1,      0,      0
1,     -2,      0
1,     -4,      0
1,      1,      0
1,      0,      0
1,     -6,      0
1,     -1,      0
1,      5,      0
1,      0,      0
1,     -7,      0
1,     -1,      0
1,      3,      0
1,      0,      0
1,     -2,      0
1,     -1,      0
1,      4,      0
1,      1,      0
1,     -4,      0
1,      2,      0
1,      1,      0
1,     -1,      0
1,      1,      0
1,      2,      0
1,      3,      0
1,      1,      0
1,     -2,      0
1,      0,      0
1,      4,      0
1,      3,      0
1,      0,      0
1,      0,      0
1,      2,      0
1,      0,      0
1,     -4,      0
1,      1,      0
1,      7,      0
1,      2,      0
1,     -5,      0
1,     -2,      0
1,      4,      0
1,      3,      0
1,     -1,      0
1,     -1,      0
1,      0,      0
1,     -1,      0
1,     -3,      0
1,     -4,      0
1,     -3,      0
1,      0,      0
1,      1,      0
1,      4,      0
1,      5,      0
1,      0,      0
1,      0,      0
1,      3,      0
1,      5,      0
1,      3,      0
1,     -4,      0
1,     -3,      0
1,      1,      0
1,     -1,      0
1,     -2,      0
1,      0,      0
1,      4,      0
1,      0,      0
1,     -8,      0
1,     -1,      0
1,      6,      0
1,      1,      0
1,     -5,      0
1,     -3,      0
1,      3,      0
1,     -1,      0
1,     -8,      0
1,      0,      0
1,      4,      0
1,     -4,      0
1,     -5,      0
1,     -1,      0
1,      4,      0
1,      5,      0
1,      0,      0
1,     -1,      0
1,      4,      0
1,      2,      0
1,     -4,      0
1,      2,      0
1,      6,      0
1,     -2,      0
1,     -5,      0
1,     -1,      0
1,      3,      0
1,      2,      0
1,     -3,      0
1,     -1,      0
1,      7,      0
1,      0,      0
1,     -5,      0
1,      2,      0
1,      3,      0
1,      0,      0
1,     -5,      0
1,     -2,      0
1,      6,      0
1,      1,      0
1,     -6,      0
1,      2,      0
1,      7,      0
1,     -5,      0
1,     -7,      0
1,      3,      0
1,      2,      0
1,     -3,      0
1,     -3,      0
1,     -5,      0
1,      0,      0
1,      5,      0
1,      0,      0
1,      0,      0
1,      6,      0
1,      0,      0
1,     -8,      0
1,      0,      0
1,      4,      0
1,     -3,      0
1,     -5,      0
1,      1,      0
1,      2,      0
1,      0,      0
1,      1,      0
1,      1,      0
1,      2,      0
1,      0,      0
1,     -5,      0
1,      0,      0
1,      5,      0
1,      4,      0
1,     -1,      0
1,     -3,      0
1,      2,      0
1,      1,      0
1,     -6,      0
1,     -3,      0
1,      3,      0
1,      1,      0
1,     -5,      0
1,      0,      0
1,      7,      0
1,      2,      0
1,      0,      0
1,      3,      0
1,      2,      0
1,      1,      0
1,     -2,      0
1,     -1,      0
1,      7,      0
1,      6,      0
1,      0,      0
1,      4,      0
1,      6,      0
1,      0,      0
1,     -5,      0
1,     -2,      0
1,      0,      0
1,     -4,      0
1,     -2,      0
1,      1,      0
1,      2,      0
1,      2,      0
1,     -3,      0
1,     -1,      0
1,      4,      0
1,     -4,      0
1,     -7,      0
1,      0,      0
1,      2,      0
1,      3,      0
1,      2,      0
1,      0,      0
1,      3,      0
1,      3,      0
1,      0,      0
1,      1,      0
