valid, idx, real, imag
1,           0,  -5449,  13325
1,           1, -12980,  26688
1,           0, -11571,   5018
1,           1, -22547,   8551
1,           0,  -2585,   1799
1,           1, -14483,    -70
1,           0,  -2835,  13935
1,           1, -13610,    715
1,           0, -20065,  13121
1,           1, -13466,  -8054
1,           0, -22716,  -7274
1,           1,   1894, -11776
1,           0,  -4087, -14470
1,           1,  10595,   5566
1,           0,   4778,  -1786
1,           1,  -5083,  17693
1,           0,   -834,   4045
1,           1, -17611,   5686
1,           0,    695,   3487
1,           1,  -8894,  -3813
1,           0,    924,  14677
1,           1,  -4179,   4240
1,           0, -18079,  20521
1,           1, -13933,   5504
1,           0, -32765,    163
1,           1, -14090,  -5415
1,           0, -18466, -20457
1,           1,  -4361,  -4430
1,           0,    673, -14978
1,           1,  -8874,   3621
1,           0,    653,  -3772
1,           1, -17684,  -5745
1,           0,   -907,  -4329
1,           1,  -5298, -17985
1,           0,   4852,   1327
1,           1,  10685,  -6099
1,           0,  -3669,  14161
1,           1,   2329,  11500
1,           0, -22346,   7394
1,           1, -13151,   8129
1,           0, -20070, -12969
1,           1, -13513,   -671
1,           0,  -2894, -14045
1,           1, -14351,     96
1,           0,  -2468,  -1885
1,           1, -22538,  -8374
1,           0, -11588,  -4968
1,           1, -13292, -26679
1,           0,  -5630, -13492
1,           1,  11445, -23419
1,           0,   2215,  -6624
1,           1,  15980,    549
1,           0,  -5295,  -1158
1,           1,  -1348,   9503
1,           0,  -7704, -10756
1,           1,  -9142,    853
1,           0,   5293, -11086
1,           1,  -7478,   -570
1,           0,   5385,   5627
1,           1, -15339,  -1188
1,           0, -14086,   7853
1,           1, -18154, -16958
1,           0, -20371, -11174
1,           1,    132, -26057
1,           0,  -6721, -20407
1,           1,  13266, -10719
1,           0,    111, -15082
1,           1,   2270,   1579
1,           0,    561, -16823
1,           1,  -6225,  -7315
1,           0,  12772, -17222
1,           1,   2857, -12163
1,           0,  19667,   1696
1,           1,   5170,  -2459
1,           0,    374,  16381
1,           1,  -4714,  -2266
1,           0, -19249,   2161
1,           1,  -2730, -11917
1,           0, -12775, -16885
1,           1,   6342,  -7283
1,           0,   -548, -16709
1,           1,  -2002,   1742
1,           0,   -108, -14911
1,           1, -13267, -10364
1,           0,   6528, -20382
1,           1,   -418, -26045
1,           0,  20333, -11540
1,           1,  18148, -17333
1,           0,  14538,   7568
1,           1,  15732,  -1390
1,           0,  -4899,   5806
1,           1,   7833,   -501
1,           0,  -5121, -10837
1,           1,   9456,    897
1,           0,   7888, -10686
1,           1,   1838,   9707
1,           0,   5625,   -916
1,           1, -15699,   1164
1,           0,  -2155,  -6172
1,           1, -11726, -22890
1,           0,   5413, -13299
1,           1,  12920, -26692
1,           0,  11572,  -5024
1,           1,  22551,  -8573
1,           0,   2604,  -1785
1,           1,  14506,     67
1,           0,   2830, -13916
1,           1,  13624,   -718
1,           0,  20067, -13140
1,           1,  13511,   8048
1,           0,  22777,   7254
1,           1,  -1819,  11824
1,           0,   4150,  14522
1,           1, -10582,  -5478
1,           0,  -4767,   1860
1,           1,   5053, -17642
1,           0,    821,  -3998
1,           1,  17597,  -5670
1,           0,   -703,  -3442
1,           1,   8889,   3850
1,           0,   -967, -14627
1,           1,   4147,  -4209
1,           0,  18015, -20531
1,           1,  13905,  -5520
1,           0,  32763,   -233
1,           1,  14116,   5393
1,           0,  18534,  20444
1,           1,   4391,   4461
1,           0,   -638,  15027
1,           1,   8872,  -3586
1,           0,   -649,   3820
1,           1,  17696,   5755
1,           0,    917,   4376
1,           1,   5326,  18034
1,           0,  -4865,  -1250
1,           1, -10698,   6191
1,           0,   3594, -14110
1,           1,  -2404, -11456
1,           0,  22287,  -7398
1,           1,  13100,  -8135
1,           0,  20069,  12943
1,           1,  13495,    663
1,           0,   2901,  14063
1,           1,  14330,   -101
1,           0,   2447,   1899
1,           1,  22536,   8343
1,           0,  11588,   4953
1,           1,  13360,  26667
1,           0,   5654,  13520
1,           1, -11419,  23484
1,           0,  -2228,   6687
1,           1, -16019,   -469
1,           0,   5247,   1192
1,           1,   1282,  -9473
1,           0,   7676,  10766
1,           1,   9096,   -844
1,           0,  -5313,  11123
1,           1,   7427,    577
1,           0,  -5456,  -5602
1,           1,  15281,   1159
1,           0,  14021,  -7893
1,           1,  18152,  16904
1,           0,  20374,  11121
1,           1,    -92,  26057
1,           0,   6748,  20409
1,           1, -13265,  10761
1,           0,   -113,  15105
1,           1,  -2308,  -1557
1,           0,   -564,  16838
1,           1,   6207,   7319
1,           0, -12766,  17273
1,           1,  -2871,  12198
1,           0, -19727,  -1623
1,           1,  -5235,   2487
1,           0,   -487, -16381
1,           1,   4648,   2237
1,           0,  19188,  -2228
1,           1,   2710,  11880
1,           0,  12777,  16834
1,           1,  -6360,   7277
1,           0,    545,  16692
1,           1,   1962,  -1767
1,           0,    105,  14885
1,           1,  13266,  10313
1,           0,  -6492,  20378
1,           1,    469,  26041
1,           0, -20327,  11585
1,           1, -18151,  17381
1,           0, -14602,  -7529
1,           1, -15789,   1420
1,           0,   4827,  -5833
1,           1,  -7884,    495
1,           0,   5101,  10799
1,           1,  -9502,   -900
1,           0,  -7919,  10673
1,           1,  -1900,  -9739
1,           0,  -5674,    879
1,           1,  15658,  -1246
1,           0,   2144,   6106
1,           1,  11769,  22808
1,           0,  -5383,  13269
1,           1, -12866,  26693
1,           0, -11566,   5029
1,           1, -22552,   8601
1,           0,  -2623,   1770
1,           1, -14525,    -64
1,           0,  -2821,  13897
1,           1, -13641,    725
1,           0, -20066,  13164
1,           1, -13563,  -8036
1,           0, -22836,  -7238
1,           1,   1750, -11869
1,           0,  -4221, -14573
1,           1,  10562,   5393
1,           0,   4753,  -1939
1,           1,  -5012,  17595
1,           0,   -811,   3949
1,           1, -17588,   5658
1,           0,    707,   3392
1,           1,  -8898,  -3882
1,           0,   1013,  14575
1,           1,  -4115,   4177
1,           0, -17951,  20539
1,           1, -13879,   5534
1,           0, -32761,    289
1,           1, -14141,  -5378
1,           0, -18589, -20442
1,           1,  -4420,  -4494
1,           0,    596, -15077
1,           1,  -8869,   3554
1,           0,    638,  -3866
1,           1, -17711,  -5765
1,           0,   -932,  -4423
1,           1,  -5370, -18081
1,           0,   4875,   1175
1,           1,  10714,  -6277
1,           0,  -3530,  14056
1,           1,   2471,  11409
1,           0, -22226,   7416
1,           1, -13050,   8145
1,           0, -20074, -12911
1,           1, -13479,   -651
1,           0,  -2905, -14083
1,           1, -14309,     98
1,           0,  -2428,  -1913
1,           1, -22534,  -8313
1,           0, -11591,  -4944
1,           1, -13414, -26664
1,           0,  -5691, -13545
1,           1,  11369, -23563
1,           0,   2235,  -6752
1,           1,  16058,    382
1,           0,  -5201,  -1226
1,           1,  -1210,   9443
1,           0,  -7651, -10777
1,           1,  -9052,    840
1,           0,   5337, -11160
1,           1,  -7376,   -587
1,           0,   5525,   5576
1,           1, -15224,  -1131
1,           0, -13959,   7927
1,           1, -18145, -16858
1,           0, -20378, -11066
1,           1,     46, -26061
1,           0,  -6777, -20411
1,           1,  13263, -10810
1,           0,    118, -15130
1,           1,   2345,   1534
1,           0,    571, -16855
1,           1,  -6188,  -7326
1,           0,  12764, -17322
1,           1,   2888, -12234
1,           0,  19785,   1556
1,           1,   5299,  -2516
1,           0,    594,  16379
1,           1,  -4583,  -2211
1,           0, -19128,   2286
1,           1,  -2687, -11847
1,           0, -12778, -16786
1,           1,   6376,  -7273
1,           0,   -550, -16675
1,           1,  -1918,   1790
1,           0,   -104, -14860
1,           1, -13266, -10263
1,           0,   6462, -20375
1,           1,   -512, -26038
1,           0,  20325, -11632
1,           1,  18152, -17430
1,           0,  14661,   7494
1,           1,  15844,  -1445
1,           0,  -4758,   5857
1,           1,   7934,   -486
1,           0,  -5077, -10764
1,           1,   9546,    906
1,           0,   7940, -10666
1,           1,   1973,   9766
1,           0,   5721,   -846
1,           1, -15617,   1332
1,           0,  -2136,  -6041
1,           1, -11818, -22727
1,           0,   5353, -13241
1,           1,  12806, -26697
1,           0,  11563,  -5043
1,           1,  22548,  -8640
1,           0,   2642,  -1755
1,           1,  14546,     66
1,           0,   2811, -13879
1,           1,  13655,   -733
1,           0,  20058, -13198
1,           1,  13615,   8018
1,           0,  22898,   7209
1,           1,  -1674,  11913
1,           0,   4290,  14622
1,           1, -10547,  -5305
1,           0,  -4740,   2017
1,           1,   4969, -17548
1,           0,    797,  -3903
1,           1,  17572,  -5648
1,           0,   -717,  -3347
1,           1,   8900,   3914
1,           0,  -1056, -14525
1,           1,   4084,  -4145
1,           0,  17892, -20546
1,           1,  13851,  -5549
1,           0,  32759,   -333
1,           1,  14163,   5367
1,           0,  18652,  20424
1,           1,   4451,   4522
1,           0,   -549,  15125
1,           1,   8859,  -3526
1,           0,   -634,   3915
1,           1,  17722,   5768
1,           0,    943,   4469
1,           1,   5405,  18128
1,           0,  -4887,  -1101
1,           1, -10728,   6365
1,           0,   3455, -14005
1,           1,  -2549, -11362
1,           0,  22163,  -7434
1,           1,  12996,  -8156
1,           0,  20068,  12892
1,           1,  13461,    647
1,           0,   2916,  14104
1,           1,  14282,   -102
1,           0,   2407,   1926
1,           1,  22532,   8269
1,           0,  11593,   4940
1,           1,  13451,  26667
1,           0,   5715,  13572
1,           1, -11338,  23632
1,           0,  -2240,   6816
1,           1, -16097,   -289
1,           0,   5154,   1260
1,           1,   1136,  -9415
1,           0,   7623,  10786
1,           1,   9006,   -831
1,           0,  -5361,  11195
1,           1,   7325,    597
1,           0,  -5595,  -5550
1,           1,  15166,   1102
1,           0,  13890,  -7972
1,           1,  18148,  16797
1,           0,  20381,  11017
1,           1,     -6,  26061
1,           0,   6805,  20412
1,           1, -13263,  10858
1,           0,   -120,  15152
1,           1,  -2384,  -1512
1,           0,   -574,  16869
1,           1,   6169,   7325
1,           0, -12767,  17366
1,           1,  -2906,  12268
1,           0, -19845,  -1490
1,           1,  -5365,   2544
1,           0,   -694, -16378
1,           1,   4515,   2184
1,           0,  19065,  -2360
1,           1,   2671,  11809
1,           0,  12772,  16738
1,           1,  -6394,   7261
1,           0,    547,  16657
1,           1,   1878,  -1814
1,           0,    102,  14833
1,           1,  13265,  10211
1,           0,  -6434,  20369
1,           1,    558,  26030
1,           0, -20320,  11677
1,           1, -18152,  17481
1,           0, -14724,  -7455
1,           1, -15899,   1471
1,           0,   4690,  -5880
1,           1,  -7986,    474
1,           0,   5048,  10729
1,           1,  -9591,   -916
1,           0,  -7971,  10652
1,           1,  -2044,  -9795
1,           0,  -5769,    811
1,           1,  15575,  -1420
1,           0,   2123,   5976
1,           1,  11847,  22654
1,           0,  -5323,  13211
1,           1, -12753,  26697
1,           0, -11559,   5044
1,           1, -22552,   8659
1,           0,  -2661,   1741
1,           1, -14568,    -57
1,           0,  -2801,  13864
1,           1, -13670,    745
1,           0, -20061,  13215
1,           1, -13663,  -8012
1,           0, -22955,  -7204
1,           1,   1605, -11958
1,           0,  -4367, -14672
1,           1,  10532,   5212
1,           0,   4727,  -2090
1,           1,  -4947,  17494
1,           0,   -786,   3854
1,           1, -17560,   5635
1,           0,    721,   3297
1,           1,  -8904,  -3948
1,           0,   1097,  14473
1,           1,  -4054,   4111
1,           0, -17830,  20548
1,           1, -13825,   5557
1,           0, -32757,    402
1,           1, -14190,  -5347
1,           0, -18715, -20414
1,           1,  -4481,  -4554
1,           0,    507, -15175
1,           1,  -8862,   3493
1,           0,    626,  -3962
1,           1, -17734,  -5779
1,           0,   -954,  -4517
1,           1,  -5435, -18178
1,           0,   4898,   1022
1,           1,  10739,  -6459
1,           0,  -3386,  13952
1,           1,   2621,  11314
1,           0, -22098,   7459
1,           1, -12941,   8171
1,           0, -20073, -12859
1,           1, -13444,   -635
1,           0,  -2921, -14118
1,           1, -14260,    105
1,           0,  -2388,  -1940
1,           1, -22531,  -8244
1,           0, -11593,  -4925
1,           1, -13520, -26655
1,           0,  -5746, -13599
1,           1,  11296, -23707
1,           0,   2247,  -6880
1,           1,  16132,    206
1,           0,  -5108,  -1295
1,           1,  -1067,   9384
1,           0,  -7598, -10797
1,           1,  -8961,    827
1,           0,   5388, -11229
1,           1,  -7274,   -610
1,           0,   5662,   5530
1,           1, -15109,  -1074
1,           0, -13827,   8006
1,           1, -18141, -16751
1,           0, -20380, -10973
1,           1,    -21, -26059
1,           0,  -6842, -20411
1,           1,  13259, -10918
1,           0,    120, -15177
1,           1,   2421,   1488
1,           0,    575, -16885
1,           1,  -6153,  -7329
1,           0,  12761, -17416
1,           1,   2923, -12303
1,           0,  19902,   1430
1,           1,   5429,  -2571
1,           0,    807,  16376
1,           1,  -4451,  -2157
1,           0, -19005,   2425
1,           1,  -2652, -11774
1,           0, -12772, -16690
1,           1,   6412,  -7261
1,           0,   -545, -16640
1,           1,  -1840,   1837
1,           0,    -95, -14809
1,           1, -13261, -10165
1,           0,   6413, -20362
1,           1,   -586, -26030
1,           0,  20313, -11732
1,           1,  18149, -17533
1,           0,  14786,   7413
1,           1,  15953,  -1502
1,           0,  -4622,   5904
1,           1,   8035,   -465
1,           0,  -5029, -10692
1,           1,   9636,    918
1,           0,   7992, -10646
1,           1,   2112,   9823
1,           0,   5816,   -778
1,           1, -15534,   1506
1,           0,  -2115,  -5911
1,           1, -11887, -22577
1,           0,   5297, -13180
1,           1,  12712, -26690
1,           0,  11556,  -5058
1,           1,  22548,  -8697
1,           0,   2678,  -1727
1,           1,  14588,     54
1,           0,   2786, -13841
1,           1,  13684,   -753
1,           0,  20053, -13249
1,           1,  13716,   7993
1,           0,  23015,   7178
1,           1,  -1534,  12001
1,           0,   4436,  14721
1,           1, -10516,  -5125
1,           0,  -4714,   2168
1,           1,   4898, -17449
1,           0,    774,  -3806
1,           1,  17547,  -5631
1,           0,   -728,  -3249
1,           1,   8906,   3980
1,           0,  -1134, -14422
1,           1,   4023,  -4078
1,           0,  17765, -20557
1,           1,  13796,  -5572
1,           0,  32753,   -459
1,           1,  14213,   5330
1,           0,  18781,  20400
1,           1,   4510,   4583
1,           0,   -466,  15223
1,           1,   8853,  -3463
1,           0,   -621,   4008
1,           1,  17743,   5795
1,           0,    966,   4562
1,           1,   5471,  18224
1,           0,  -4909,   -949
1,           1, -10756,   6543
1,           0,   3322, -13898
1,           1,  -2693, -11265
1,           0,  22036,  -7474
1,           1,  12888,  -8178
1,           0,  20071,  12833
1,           1,  13426,    627
1,           0,   2934,  14134
1,           1,  14236,   -115
1,           0,   2366,   1955
1,           1,  22524,   8221
1,           0,  11594,   4914
1,           1,  13572,  26649
1,           0,   5775,  13624
1,           1, -11255,  23779
1,           0,  -2259,   6942
1,           1, -16175,   -121
1,           0,   5060,   1329
1,           1,   1002,  -9353
1,           0,   7570,  10807
1,           1,   8915,   -818
1,           0,  -5413,  11265
1,           1,   7223,    619
1,           0,  -5732,  -5504
1,           1,  15051,   1047
1,           0,  13758,  -8051
1,           1,  18143,  16690
1,           0,  20386,  10907
1,           1,     76,  26060
1,           0,   6862,  20414
1,           1, -13261,  10955
1,           0,   -122,  15199
1,           1,  -2454,  -1466
1,           0,   -577,  16900
1,           1,   6137,   7337
1,           0, -12760,  17462
1,           1,  -2940,  12337
1,           0, -19960,  -1364
1,           1,  -5494,   2599
1,           0,   -915, -16375
1,           1,   4384,   2130
1,           0,  18942,  -2492
1,           1,   2632,  11738
1,           0,  12770,  16640
1,           1,  -6429,   7250
1,           0,    542,  16622
1,           1,   1806,  -1863
1,           0,     98,  14782
1,           1,  13264,  10108
1,           0,  -6377,  20358
1,           1,    638,  26024
1,           0, -20302,  11784
1,           1, -18141,  17591
1,           0, -14851,  -7368
1,           1, -16008,   1536
1,           0,   4550,  -5930
1,           1,  -8086,    459
1,           0,   5000,  10657
1,           1,  -9681,   -928
1,           0,  -8019,  10636
1,           1,  -2182,  -9853
1,           0,  -5865,    743
1,           1,  15492,  -1594
1,           0,   2106,   5844
1,           1,  11929,  22499
1,           0,  -5268,  13149
1,           1, -12658,  26689
1,           0, -11553,   5064
1,           1, -22548,   8725
1,           0,  -2698,   1710
1,           1, -14609,    -57
1,           0,  -2782,  13820
1,           1, -13700,    754
1,           0, -20050,  13273
1,           1, -13766,  -7982
1,           0, -23078,  -7149
1,           1,   1456, -12046
1,           0,  -4507, -14772
1,           1,  10499,   5036
1,           0,   4700,  -2245
1,           1,  -4871,  17397
1,           0,   -763,   3757
1,           1, -17534,   5613
1,           0,    738,   3202
1,           1,  -8906,  -4011
1,           0,   1175,  14370
1,           1,  -3993,   4043
1,           0, -17700,  20564
1,           1, -13769,   5585
1,           0, -32751,    515
1,           1, -14238,  -5315
1,           0, -18838, -20391
1,           1,  -4541,  -4614
1,           0,    429, -15272
1,           1,  -8852,   3427
1,           0,    614,  -4055
1,           1, -17756,  -5806
1,           0,   -979,  -4609
1,           1,  -5513, -18270
1,           0,   4919,    872
1,           1,  10769,  -6633
1,           0,  -3253,  13845
1,           1,   2764,  11216
1,           0, -21971,   7499
1,           1, -12832,   8193
1,           0, -20070, -12808
1,           1, -13409,   -619
1,           0,  -2946, -14157
1,           1, -14213,    118
1,           0,  -2347,  -1968
1,           1, -22523,  -8178
1,           0, -11595,  -4905
1,           1, -13625, -26645
1,           0,  -5806, -13650
1,           1,  11213, -23853
1,           0,   2265,  -7007
1,           1,  16212,     34
1,           0,  -5014,  -1367
1,           1,   -937,   9322
1,           0,  -7548, -10814
1,           1,  -8870,    814
1,           0,   5432, -11303
1,           1,  -7173,   -627
1,           0,   5804,   5475
1,           1, -14995,  -1014
1,           0, -13692,   8090
1,           1, -18141, -16637
1,           0, -20385, -10863
1,           1,   -107, -26060
1,           0,  -6899, -20413
1,           1,  13257, -11014
1,           0,    122, -15222
1,           1,   2496,   1444
1,           0,    571, -16915
1,           1,  -6123,  -7334
1,           0,  12762, -17508
1,           1,   2959, -12374
1,           0,  20017,   1296
1,           1,   5558,  -2629
1,           0,   1020,  16372
1,           1,  -4318,  -2104
1,           0, -18882,   2557
1,           1,  -2613, -11703
1,           0, -12767, -16594
1,           1,   6449,  -7247
1,           0,   -534, -16606
1,           1,  -1769,   1885
1,           0,    -91, -14756
1,           1, -13260, -10062
1,           0,   6355, -20350
1,           1,   -671, -26020
1,           0,  20299, -11830
1,           1,  18144, -17636
1,           0,  14912,   7327
1,           1,  16062,  -1567
1,           0,  -4487,   5947
1,           1,   8136,   -448
1,           0,  -4981, -10620
1,           1,   9725,    927
1,           0,   8048, -10624
1,           1,   2252,   9880
1,           0,   5912,   -712
1,           1, -15447,   1691
1,           0,  -2095,  -5779
1,           1, -11973, -22417
1,           0,   5237, -13120
1,           1,  12603, -26689
1,           0,  11544,  -5071
1,           1,  22546,  -8755
1,           0,   2716,  -1697
1,           1,  14628,     53
1,           0,   2770, -13807
1,           1,  13713,   -767
1,           0,  20046, -13299
1,           1,  13815,   7968
1,           0,  23136,   7128
1,           1,  -1384,  12090
1,           0,   4577,  14821
1,           1, -10484,  -4948
1,           0,  -4687,   2321
1,           1,   4828, -17349
1,           0,    751,  -3709
1,           1,  17523,  -5601
1,           0,   -742,  -3153
1,           1,   8911,   4047
1,           0,  -1218, -14319
1,           1,   3961,  -4011
1,           0,  17640, -20571
1,           1,  13740,  -5600
1,           0,  32747,   -572
1,           1,  14261,   5299
1,           0,  18896,  20384
1,           1,   4568,   4645
1,           0,   -382,  15320
1,           1,   8851,  -3398
1,           0,   -606,   4101
1,           1,  17769,   5808
1,           0,    992,   4655
1,           1,   5550,  18317
1,           0,  -4932,   -793
1,           1, -10780,   6725
1,           0,   3183, -13792
1,           1,  -2835, -11172
1,           0,  21907,  -7516
1,           1,  12777,  -8204
1,           0,  20063,  12789
1,           1,  13390,    616
1,           0,   2949,  14169
1,           1,  14191,   -123
1,           0,   2324,   1982
1,           1,  22517,   8159
1,           0,  11597,   4900
1,           1,  13667,  26644
1,           0,   5835,  13674
1,           1, -11172,  23925
1,           0,  -2270,   7070
1,           1, -16251,     59
1,           0,   4967,   1400
1,           1,    863,  -9292
1,           0,   7517,  10827
1,           1,   8824,   -805
1,           0,  -5457,  11338
1,           1,   7120,    636
1,           0,  -5877,  -5444
1,           1,  14935,    984
1,           0,  13627,  -8125
