23429,23429
23210,23210
22991,22991
22770,22770
22548,22548
22325,22325
22101,22101
21877,21877
21652,21652
21426,21426
21199,21199
20973,20973
20745,20745
20517,20517
20289,20289
20061,20061
19832,19832
19604,19604
19375,19375
19146,19146
18917,18917
18689,18689
18461,18461
18233,18233
18005,18005
17777,17777
17550,17550
17324,17324
17098,17098
16873,16873
16648,16648
16424,16424
16201,16201
15979,15979
15757,15757
15537,15537
15317,15317
15098,15098
14881,14881
14664,14664
14449,14449
14235,14235
14022,14022
13810,13810
13600,13600
13391,13391
13183,13183
12977,12977
12772,12772
12569,12569
12367,12367
12167,12167
11969,11969
11772,11772
11576,11576
11383,11383
11191,11191
11000,11000
10812,10812
10625,10625
10440,10440
10256,10256
10075,10075
9895,9895
9718,9718
9542,9542
9368,9368
9196,9196
9026,9026
8857,8857
8691,8691
8526,8526
8364,8364
8204,8204
8045,8045
7888,7888
7734,7734
7581,7581
7431,7431
7282,7282
7135,7135
6991,6991
6848,6848
6707,6707
6568,6568
6432,6432
6297,6297
6164,6164
6033,6033
5904,5904
5777,5777
5652,5652
5529,5529
5408,5408
5289,5289
5171,5171
5056,5056
4942,4942
4831,4831
4721,4721
4613,4613
4507,4507
4403,4403
4300,4300
4200,4200
4101,4101
4004,4004
3908,3908
3815,3815
3723,3723
3633,3633
3544,3544
3457,3457
3372,3372
3289,3289
3207,3207
3127,3127
3048,3048
2971,2971
2895,2895
2821,2821
2749,2749
2678,2678
2608,2608
2540,2540
2473,2473
2408,2408
2344,2344
2282,2282
2221,2221
2161,2161
2102,2102
2045,2045
1989,1989
1935,1935
1881,1881
1829,1829
1778,1778
1728,1728
1679,1679
1632,1632
1586,1586
1540,1540
1496,1496
1453,1453
1411,1411
1370,1370
1330,1330
1291,1291
1253,1253
1216,1216
1179,1179
1144,1144
1110,1110
1076,1076
1044,1044
1012,1012
981,981
951,951
922,922
893,893
865,865
838,838
812,812
786,786
761,761
737,737
714,714
691,691
668,668
647,647
626,626
605,605
586,586
566,566
548,548
529,529
512,512
495,495
478,478
462,462
446,446
431,431
417,417
402,402
388,388
375,375
362,362
349,349
337,337
325,325
314,314
303,303
292,292
282,282
272,272
262,262
253,253
243,243
235,235
226,226
218,218
210,210
202,202
195,195
187,187
180,180
174,174
167,167
161,161
155,155
149,149
143,143
138,138
132,132
127,127
122,122
118,118
113,113
109,109
104,104
100,100
96,96
93,93
89,89
85,85
82,82
79,79
75,75
72,72
69,69
67,67
64,64
